"UPC","iri_key","week","units","price","promo","ad"
"01.16000.11653",644347,6,5,0.5,0,"A"
"01.16000.11653",248741,5,2,0.5,0,"NONE"
"01.16000.11653",535806,11,3,0.5,0,"NONE"
"01.16000.11945",675634,11,2,0.5,0,"NONE"
"01.16000.11945",205272,13,8,0.5,0,"NONE"
"01.16000.11945",248741,14,5,0.5,0,"NONE"
"01.16000.14154",932600,39,6,1.09,0,"NONE"
"01.16000.14154",278738,35,1,1.59,0,"NONE"
"01.16000.14154",660222,45,4,1.59,0,"NONE"
"01.16000.14154",644937,5,14,1,0,"NONE"
"01.16000.14154",673333,50,11,1.45,0,"A"
"01.16000.14154",231888,47,19,1.45,0,"NONE"
"01.16000.14154",258855,40,10,1.06,1,"NONE"
"01.16000.14154",648236,5,5,1.09,0,"NONE"
"01.16000.14154",688268,23,2,1,0,"NONE"
"01.16000.14154",243941,41,7,1.29,0,"NONE"
"01.16000.14154",235442,27,21,1,1,"A"
"01.16000.14154",292624,34,2,1.45,0,"NONE"
"01.16000.14154",285608,42,5,1.59,0,"NONE"
"01.16000.14154",243941,44,8,1.29,0,"NONE"
"01.16000.14154",220689,7,9,1,1,"NONE"
"01.16000.14154",242020,25,4,1.49,0,"NONE"
"01.16000.14154",673341,32,2,1.59,0,"NONE"
"01.16000.14154",934382,42,10,0.99,1,"NONE"
"01.16000.14154",252147,24,3,1.09,0,"NONE"
"01.16000.14154",267403,49,10,1.45,0,"NONE"
"01.16000.14154",535279,33,7,1.45,0,"NONE"
"01.16000.14154",267403,12,18,1,0,"NONE"
"01.16000.14154",253139,19,23,1.09,0,"NONE"
"01.16000.14154",648458,29,7,1.09,0,"NONE"
"01.16000.14154",264580,34,2,1.29,0,"NONE"
"01.16000.14154",286681,15,6,1,0,"NONE"
"01.16000.14154",282379,9,12,1,0,"NONE"
"01.16000.14154",261919,17,2,1,0,"B"
"01.16000.14154",279429,50,5,1,0,"NONE"
"01.16000.14154",658239,52,6,1,1,"NONE"
"01.16000.14154",648459,29,10,1.09,0,"NONE"
"01.16000.14154",653057,10,6,1.09,0,"NONE"
"01.16000.14156",242020,48,5,1.49,0,"NONE"
"01.16000.14156",228137,10,8,1.25,0,"NONE"
"01.16000.14156",535279,18,15,1,0,"NONE"
"01.16000.14156",252147,11,12,1.09,0,"NONE"
"01.16000.14156",241516,35,3,1.09,0,"A"
"01.16000.14156",235190,40,7,1,1,"NONE"
"01.16000.14156",292624,29,4,1.39,0,"NONE"
"01.16000.14156",258855,21,13,1,0,"NONE"
"01.16000.14156",262433,16,3,1.25,0,"NONE"
"01.16000.14156",264500,19,12,1,0,"NONE"
"01.16000.14156",279429,3,4,1,1,"B"
"01.16000.14156",647512,10,5,1.09,0,"NONE"
"01.16000.14156",290053,39,3,1.29,0,"NONE"
"01.16000.14156",655638,35,21,1.09,0,"A"
"01.16000.14156",263500,18,4,1.25,0,"NONE"
"01.16000.14156",271053,5,2,1.25,0,"NONE"
"01.16000.14156",671371,38,7,1.33,0,"NONE"
"01.16000.14156",220689,27,11,1,1,"A"
"01.16000.14156",645502,39,9,1,0,"NONE"
"01.16000.14156",220689,50,10,1,1,"NONE"
"01.16000.14156",264580,34,2,1.29,0,"NONE"
"01.16000.14156",284552,1,19,1,1,"NONE"
"01.16000.14156",655638,51,15,0.99,1,"NONE"
"01.16000.14156",232175,14,10,1.49,0,"NONE"
"01.16000.14159",267403,10,16,1,0,"NONE"
"01.16000.14159",934382,17,11,1.09,0,"NONE"
"01.16000.14159",647769,17,1,1.29,0,"NONE"
"01.16000.14159",536278,19,20,1,0,"NONE"
"01.16000.14159",932177,4,4,1,0,"NONE"
"01.16000.14159",242020,37,3,1.49,0,"NONE"
"01.16000.14159",252147,29,14,1.09,0,"NONE"
"01.16000.14159",648459,49,1,0.99,1,"NONE"
"01.16000.14159",237281,51,9,1.19,0,"NONE"
"01.16000.14159",648459,51,5,0.99,1,"NONE"
"01.16000.14159",240219,5,1,1.05,1,"NONE"
"01.16000.14159",266481,43,2,0.99,1,"NONE"
"01.16000.14159",1085053,32,1,1.05,0,"NONE"
"01.16000.14159",654142,15,9,1,0,"NONE"
"01.16000.14159",647769,42,3,0.67,1,"NONE"
"01.16000.14159",685797,32,9,1,0,"NONE"
"01.16000.14159",648236,45,11,1.09,0,"NONE"
"01.16000.14159",670858,2,7,1,1,"NONE"
"01.16000.14159",237824,16,2,1.49,0,"NONE"
"01.16000.14159",284552,3,7,1,0,"NONE"
"01.16000.14159",233606,52,2,1,0,"NONE"
"01.16000.14159",934382,7,14,1.09,0,"NONE"
"01.16000.14159",654213,49,2,0.99,1,"NONE"
"01.16000.14159",274569,6,1,1.09,0,"NONE"
"01.16000.16179",242493,12,23,2.59,1,"NONE"
"01.16000.16179",283900,15,6,2.25,1,"NONE"
"01.16000.16179",273920,9,1,3,0,"NONE"
"01.16000.16179",220750,19,1,2,1,"NONE"
"01.16000.16179",283097,37,1,3.59,0,"NONE"
"01.16000.16179",283425,12,23,2.5,1,"NONE"
"01.16000.16179",227670,24,1,2.83,0,"NONE"
"01.16000.16179",242349,15,1,4.29,0,"NONE"
"01.16000.16179",652242,13,20,2.99,0,"NONE"
"01.16000.16179",536006,16,3,3.39,0,"NONE"
"01.16000.16179",654336,20,1,2.5,1,"NONE"
"01.16000.16179",289660,20,2,4.59,0,"NONE"
"01.16000.16179",244881,14,6,3,1,"NONE"
"01.16000.16179",280314,15,8,2.59,0,"NONE"
"01.16000.16179",671426,16,11,2.5,0,"NONE"
"01.16000.16179",683972,12,25,3,1,"NONE"
"01.16000.16179",291741,14,6,2.32,1,"NONE"
"01.16000.16179",533482,9,1,2.5,1,"NONE"
"01.16000.16179",264108,9,2,2.79,0,"NONE"
"01.16000.16179",645385,10,3,3.99,0,"NONE"
"01.16000.16179",274215,25,1,4.29,0,"NONE"
"01.16000.16179",210580,24,1,2.29,1,"NONE"
"01.16000.16179",931140,8,2,3.99,0,"B"
"01.16000.16179",236217,11,18,3,1,"A"
"01.16000.16179",273702,36,3,3.39,0,"NONE"
"01.16000.16179",659632,9,7,2.5,1,"A"
"01.16000.16179",229089,12,6,5.49,0,"NONE"
"01.16000.16179",229089,15,8,5.49,0,"NONE"
"01.16000.16179",200379,13,11,2.59,1,"NONE"
"01.16000.16179",681735,8,5,2.5,0,"NONE"
"01.16000.16179",288785,19,4,3.44,1,"NONE"
"01.16000.16179",237476,19,1,4.59,1,"NONE"
"01.16000.16179",649201,15,2,2,1,"NONE"
"01.16000.16179",204594,29,6,4.59,0,"NONE"
"01.16000.16179",236824,12,6,2.5,1,"NONE"
"01.16000.16179",293336,7,14,2.5,1,"NONE"
"01.16000.16179",238732,10,26,2.48,0,"NONE"
"01.16000.16179",241965,15,8,4.59,0,"NONE"
"01.16000.16179",227138,10,26,2.5,1,"NONE"
"01.16000.16179",288066,13,4,2.99,0,"NONE"
"01.16000.16179",647906,8,6,2.49,0,"NONE"
"01.16000.16179",290477,9,3,4.19,0,"NONE"
"01.16000.16179",288998,9,2,2.69,0,"NONE"
"01.16000.16179",535552,11,27,2.5,1,"B"
"01.16000.16179",286540,11,26,2.89,1,"A"
"01.16000.16181",652317,10,9,3.19,0,"NONE"
"01.16000.16181",1104418,14,21,2,1,"NONE"
"01.16000.16181",253713,17,14,3.19,0,"NONE"
"01.16000.16181",650811,12,16,2.99,0,"NONE"
"01.16000.16181",1083238,13,6,3.19,0,"NONE"
"01.16000.16181",286540,31,1,3.69,0,"NONE"
"01.16000.16181",260790,13,2,3.69,0,"NONE"
"01.16000.16181",673415,22,10,2.5,1,"NONE"
"01.16000.16181",234212,9,3,2.99,0,"NONE"
"01.16000.16181",1116285,16,7,3.08,1,"NONE"
"01.16000.16181",242809,18,1,1,1,"NONE"
"01.16000.16181",249409,41,10,3.59,0,"NONE"
"01.16000.16181",645325,9,4,3.99,0,"NONE"
"01.16000.16181",235225,21,22,4.49,0,"NONE"
"01.16000.16181",281761,16,1,3.58,0,"NONE"
"01.16000.16181",656082,16,7,4.59,0,"NONE"
"01.16000.16181",278625,9,11,1.77,1,"A"
"01.16000.16181",650811,8,6,2.99,0,"NONE"
"01.16000.16181",652886,8,9,3.49,0,"A"
"01.16000.16181",652242,17,3,3.39,0,"NONE"
"01.16000.16181",289660,26,3,4.59,0,"NONE"
"01.16000.16181",688571,40,1,3.29,0,"NONE"
"01.16000.16181",284532,4,17,2.75,0,"NONE"
"01.16000.16181",1089692,13,20,2.99,0,"NONE"
"01.16000.16181",238751,15,8,1.88,1,"NONE"
"01.16000.16181",251764,15,3,4.49,0,"NONE"
"01.16000.16181",658210,18,5,2.75,1,"NONE"
"01.16000.16181",655563,44,1,4.59,0,"A"
"01.16000.16181",219851,13,26,2.99,1,"A"
"01.16000.16181",933721,8,17,2.55,0,"NONE"
"01.16000.16181",282997,19,7,3,1,"NONE"
"01.16000.16181",673051,13,2,2.5,1,"NONE"
"01.16000.16181",642757,21,28,2.5,0,"NONE"
"01.16000.16181",648713,18,7,2,1,"NONE"
"01.16000.16181",933864,27,7,3.29,0,"NONE"
"01.16000.16181",1178328,8,21,2.5,1,"NONE"
"01.16000.16181",649145,20,2,4.19,0,"NONE"
"01.16000.16181",1085053,16,15,2.75,1,"NONE"
"01.16000.16181",1078107,14,16,2.5,1,"NONE"
"01.16000.16181",227099,7,18,2.8,1,"NONE"
"01.16000.16181",287510,20,5,3.29,0,"NONE"
"01.16000.16182",257936,9,19,2.5,0,"B"
"01.16000.16182",274425,19,4,2,1,"B"
"01.16000.16182",271762,19,3,3.85,0,"NONE"
"01.16000.16182",281761,18,8,3.98,0,"NONE"
"01.16000.16182",648240,18,21,3.89,0,"NONE"
"01.16000.16182",246389,10,2,4.17,0,"NONE"
"01.16000.16182",292513,12,6,3.19,0,"NONE"
"01.16000.16182",267597,11,10,2.5,1,"B"
"01.16000.16182",1130121,7,1,4.49,0,"NONE"
"01.16000.16182",669946,11,1,3.45,0,"NONE"
"01.16000.16182",200197,11,6,2.5,1,"NONE"
"01.16000.16182",935046,12,10,3.29,0,"NONE"
"01.16000.16182",642122,12,25,2.5,1,"NONE"
"01.16000.16182",264075,9,19,3.45,1,"NONE"
"01.16000.16182",279373,13,11,2.99,1,"NONE"
"01.16000.16182",654142,8,3,2.5,0,"NONE"
"01.16000.16182",290528,13,3,3,1,"NONE"
"01.16000.16182",287947,26,2,4.39,0,"NONE"
"01.16000.16182",279373,12,18,2.99,1,"NONE"
"01.16000.16182",226623,11,12,4.29,0,"NONE"
"01.16000.16182",650517,12,13,2.94,1,"NONE"
"01.16000.16182",649201,8,3,4.08,0,"NONE"
"01.16000.16182",249875,10,1,4.49,1,"A"
"01.16000.16182",689970,35,2,4.29,0,"NONE"
"01.16000.16182",290963,10,2,2.85,1,"A"
"01.16000.16182",220589,21,10,2.5,1,"NONE"
"01.16000.16182",649502,14,3,4.35,0,"NONE"
"01.16000.16182",286934,9,8,2.99,1,"NONE"
"01.16000.16182",930948,6,27,2.65,0,"B"
"01.16000.27507",675229,49,4,2.99,1,"A"
"01.16000.27507",247795,29,12,2.75,0,"NONE"
"01.16000.27507",688612,3,19,2.6,0,"NONE"
"01.16000.27507",200542,49,8,3.2,0,"NONE"
"01.16000.27507",200411,17,3,3.69,0,"NONE"
"01.16000.27507",226361,34,2,3.59,0,"NONE"
"01.16000.27507",266174,14,9,3.49,0,"NONE"
"01.16000.27507",648109,1,12,3.19,0,"NONE"
"01.16000.27507",1081323,20,12,3.19,0,"NONE"
"01.16000.27507",226898,24,2,3.19,0,"NONE"
"01.16000.27507",6001031,8,3,4.29,0,"NONE"
"01.16000.27507",647832,21,2,3.49,0,"NONE"
"01.16000.27507",654104,5,4,3.29,0,"NONE"
"01.16000.27507",271290,8,9,3.19,0,"NONE"
"01.16000.27507",204353,21,6,3.39,0,"NONE"
"01.16000.27507",282571,15,11,4.28,0,"B"
"01.16000.27507",244371,5,8,3.49,0,"NONE"
"01.16000.27507",286851,33,3,3.39,0,"NONE"
"01.16000.27507",273081,40,11,3.79,0,"A"
"01.16000.27507",263066,31,2,1.99,1,"NONE"
"01.16000.27507",1108313,36,13,3.21,0,"NONE"
"01.16000.27507",260554,27,8,3.44,1,"NONE"
"01.16000.27507",273720,2,16,3.86,0,"NONE"
"01.16000.27507",415416,31,1,3.29,0,"NONE"
"01.16000.27507",643630,42,12,2.78,0,"NONE"
"01.16000.27507",1082782,15,7,3.91,1,"NONE"
"01.16000.27507",224546,52,3,3.34,0,"NONE"
"01.16000.27507",1107101,21,25,2.94,0,"NONE"
"01.16000.27507",278667,8,8,3.19,0,"NONE"
"01.16000.27507",673341,48,3,3.49,1,"NONE"
"01.16000.27507",266082,27,9,2.69,1,"A"
"01.16000.27507",679716,26,17,3.58,0,"NONE"
"01.16000.27507",212482,43,11,3.69,0,"NONE"
"01.16000.27507",267369,27,8,3.87,0,"NONE"
"01.16000.27507",933195,50,18,3.16,1,"NONE"
"01.16000.27507",285430,27,12,3.09,0,"NONE"
"01.16000.27507",681879,49,6,3.77,0,"NONE"
"01.16000.27507",249366,30,4,3.29,0,"NONE"
"01.16000.27507",412450,8,14,3.47,0,"NONE"
"01.16000.27507",645502,49,8,3.49,0,"NONE"
"01.16000.27507",224189,41,19,3.07,0,"A"
"01.16000.27507",240692,12,4,2.5,0,"NONE"
"01.16000.27507",217529,44,23,2.26,1,"NONE"
"01.16000.27507",287500,35,4,3.34,0,"A"
"01.16000.27507",257407,26,3,4.28,0,"NONE"
"01.16000.27507",233096,30,18,3.61,1,"NONE"
"01.16000.27507",532676,49,5,4.27,0,"NONE"
"01.16000.27507",255020,16,2,3.99,0,"A"
"01.16000.27507",647840,41,13,3.07,1,"NONE"
"01.16000.27507",644731,38,9,4.49,0,"NONE"
"01.16000.27507",249779,40,7,3.39,0,"NONE"
"01.16000.27507",935027,44,11,3.99,0,"NONE"
"01.16000.27507",223660,33,3,4.39,0,"NONE"
"01.16000.27507",648374,43,10,3.26,0,"NONE"
"01.16000.27507",252570,6,13,3.99,0,"NONE"
"01.16000.27507",248104,48,12,3.19,0,"NONE"
"01.16000.27507",272133,5,9,2.75,0,"NONE"
"01.16000.27507",200341,31,6,3.99,0,"NONE"
"01.16000.27507",203010,52,3,3.26,0,"NONE"
"01.16000.27507",279714,49,23,2.95,0,"NONE"
"01.16000.27507",290949,1,5,4.49,0,"NONE"
"01.16000.27507",234212,30,3,3.99,0,"NONE"
"01.16000.27507",240315,51,3,3.49,0,"NONE"
"01.16000.27507",288517,5,3,4.99,0,"NONE"
"01.16000.27507",230557,41,8,3.49,0,"NONE"
"01.16000.27507",286951,23,11,3.29,0,"NONE"
"01.16000.27507",278194,1,2,4.29,0,"NONE"
"01.16000.27507",282527,18,13,3.19,0,"NONE"
"01.16000.27507",243575,7,8,4.89,0,"A"
"01.16000.27507",239121,31,7,3.19,0,"NONE"
"01.16000.27507",230183,39,4,3.49,0,"NONE"
"01.16000.27507",268052,44,13,3.69,0,"NONE"
"01.16000.27507",652916,21,5,3.99,0,"NONE"
"01.16000.27507",236778,1,1,3.29,1,"NONE"
"01.16000.27507",279568,38,13,3.79,0,"NONE"
"01.16000.27507",931407,48,3,3.59,0,"NONE"
"01.16000.27507",204933,16,14,1.73,1,"NONE"
"01.16000.27507",269342,39,2,2.88,1,"NONE"
"01.16000.27507",249779,44,9,3.39,0,"NONE"
"01.16000.27507",281486,12,28,2,1,"B"
"01.16000.27507",244343,45,4,3.59,0,"NONE"
"01.16000.27507",256650,28,6,3.99,0,"A"
"01.16000.27507",210815,11,3,2.89,1,"NONE"
"01.16000.27507",237107,28,12,3.19,0,"NONE"
"01.16000.27507",1116183,17,23,2.99,0,"NONE"
"01.16000.27507",657979,25,8,3.2,0,"NONE"
"01.16000.27507",226079,48,4,4.27,0,"NONE"
"01.16000.27507",239593,15,6,3.19,1,"NONE"
"01.16000.27507",267141,2,7,3.99,0,"NONE"
"01.16000.27507",264500,43,5,3.85,1,"NONE"
"01.16000.27507",251132,6,16,4.69,0,"A"
"01.16000.27507",204597,31,3,3.49,0,"NONE"
"01.16000.27507",233411,38,8,3.34,1,"NONE"
"01.16000.27507",673415,46,5,3.29,0,"NONE"
"01.16000.27507",288066,37,27,3.69,0,"NONE"
"01.16000.27507",242061,18,9,3.69,0,"NONE"
"01.16000.27507",933194,24,19,3.99,0,"NONE"
"01.16000.27507",276604,47,4,3.58,0,"NONE"
"01.16000.27507",239622,34,17,1.72,1,"NONE"
"01.16000.27507",248366,11,2,3.59,0,"NONE"
"01.16000.27507",291872,16,4,3.69,0,"NONE"
"01.16000.27507",1130572,4,26,2.98,0,"NONE"
"01.16000.27507",250052,48,6,3.19,0,"NONE"
"01.16000.27507",241995,41,23,2.54,1,"A"
"01.16000.27507",533038,17,24,2.5,0,"NONE"
"01.16000.27507",256021,32,3,3.59,1,"A"
"01.16000.27507",272154,9,9,2.77,0,"NONE"
"01.16000.27507",659632,49,7,2.99,0,"NONE"
"01.16000.27507",241981,32,5,3.39,0,"NONE"
"01.16000.27507",536020,35,3,3.59,0,"NONE"
"01.16000.27507",257871,15,3,2.95,0,"NONE"
"01.16000.27507",238131,18,4,3.78,0,"NONE"
"01.16000.27507",1114006,30,24,3,0,"NONE"
"01.16000.27507",656987,21,11,2.99,0,"NONE"
"01.16000.27507",257936,9,3,3.87,0,"NONE"
"01.16000.27507",6001821,28,3,3.47,0,"NONE"
"01.16000.27507",235190,45,25,3,1,"NONE"
"01.16000.27507",933194,33,9,3.99,0,"A"
"01.16000.27507",243941,2,24,3.99,0,"NONE"
"01.16000.27507",288423,47,5,3.19,0,"NONE"
"01.16000.27507",253713,44,11,3.19,0,"NONE"
"01.16000.27507",258162,6,9,3.49,0,"NONE"
"01.16000.27507",675634,35,4,3.29,0,"A"
"01.16000.27507",235751,1,20,3.99,0,"NONE"
"01.16000.27507",659632,48,4,2.99,0,"NONE"
"01.16000.27507",274092,36,10,3,0,"NONE"
"01.16000.27507",654336,20,2,3.79,0,"NONE"
"01.16000.27507",234341,17,10,2.48,1,"A"
"01.16000.27507",275047,28,2,4.59,1,"NONE"
"01.16000.27507",253936,20,12,3.49,0,"NONE"
"01.16000.27507",659902,2,6,3.29,0,"NONE"
"01.16000.27507",290477,29,7,3.37,0,"A"
"01.16000.27507",280880,6,11,2.43,1,"A"
"01.16000.27507",266729,8,1,3.29,0,"NONE"
"01.16000.27507",284051,47,3,3.29,0,"NONE"
"01.16000.27507",204455,29,7,3.19,0,"NONE"
"01.16000.27507",1131924,34,16,3,1,"NONE"
"01.16000.27507",642122,40,15,3.09,1,"NONE"
"01.16000.27507",258855,27,5,3.79,0,"NONE"
"01.16000.27507",230514,16,23,2,1,"NONE"
"01.16000.27507",253179,40,3,3.79,0,"A"
"01.16000.27507",1104266,44,3,3.99,0,"NONE"
"01.16000.27507",652317,34,12,3.19,0,"NONE"
"01.16000.27507",252147,26,16,2.45,1,"NONE"
"01.16000.27507",200297,11,5,1,1,"NONE"
"01.16000.27507",291169,14,8,4.49,0,"NONE"
"01.16000.27507",200612,26,5,3.59,0,"NONE"
"01.16000.27507",8057418,11,18,2.61,1,"A"
"01.16000.27507",280286,28,7,3.39,0,"NONE"
"01.16000.27507",1108362,1,3,3.78,0,"NONE"
"01.16000.27507",254990,48,13,2.58,0,"NONE"
"01.16000.27507",268514,40,10,2.85,0,"NONE"
"01.16000.27507",294026,48,6,3.99,0,"NONE"
"01.16000.27507",932539,27,8,3.49,0,"NONE"
"01.16000.27507",263568,22,12,3.19,0,"B"
"01.16000.27507",1130099,42,12,3.29,0,"NONE"
"01.16000.27507",534466,19,10,3.13,1,"NONE"
"01.16000.27507",274719,27,9,3.19,0,"NONE"
"01.16000.27507",242809,28,8,1.82,1,"NONE"
"01.16000.27507",227138,16,5,3.59,0,"NONE"
"01.16000.27507",282062,42,3,3.29,0,"NONE"
"01.16000.27507",277938,49,6,3.5,0,"NONE"
"01.16000.27507",238254,26,27,1.99,1,"NONE"
"01.16000.27507",688571,18,5,3.29,0,"NONE"
"01.16000.27507",237824,50,6,3,1,"B"
"01.16000.27507",292072,49,3,3.19,0,"NONE"
"01.16000.27507",680725,35,8,4.49,0,"NONE"
"01.16000.27507",203615,20,21,3.04,1,"NONE"
"01.16000.27507",243939,3,10,3.59,1,"NONE"
"01.16000.27507",252154,12,6,3.24,1,"NONE"
"01.16000.27507",288785,36,7,3.29,0,"NONE"
"01.16000.27507",283900,51,7,2.73,1,"NONE"
"01.16000.27507",655563,33,4,4.39,0,"NONE"
"01.16000.27507",266174,36,5,3.47,0,"NONE"
"01.16000.27507",200439,47,13,2.12,1,"NONE"
"01.16000.27507",234702,52,11,3.29,0,"NONE"
"01.16000.27507",293843,43,9,3.49,0,"NONE"
"01.16000.27507",278625,5,8,3.05,0,"NONE"
"01.16000.27507",283050,18,1,4.39,0,"NONE"
"01.16000.27507",272619,21,9,2.51,1,"NONE"
"01.16000.27507",276604,7,6,3.48,0,"A"
"01.16000.27507",204466,42,5,3.89,0,"NONE"
"01.16000.27507",281486,48,5,3.69,0,"NONE"
"01.16000.27507",275946,4,10,3.59,0,"A"
"01.16000.27507",681879,36,1,3.77,0,"NONE"
"01.16000.27507",266316,35,12,3.29,1,"A"
"01.16000.27507",680627,42,22,3.19,0,"NONE"
"01.16000.27507",212957,12,13,3.69,0,"NONE"
"01.16000.27507",225530,8,16,2.5,0,"NONE"
"01.16000.27507",224484,16,7,2.5,1,"NONE"
"01.16000.27507",224457,2,24,4.49,0,"NONE"
"01.16000.27507",533341,7,11,3.71,0,"NONE"
"01.16000.27507",223084,44,2,3.29,0,"NONE"
"01.16000.27507",276952,21,18,2,1,"NONE"
"01.16000.27507",1130134,16,11,3.29,0,"NONE"
"01.16000.27507",286723,12,1,3,1,"NONE"
"01.16000.27507",246285,22,6,3.19,0,"NONE"
"01.16000.27507",671371,25,8,3.49,0,"NONE"
"01.16000.27507",669946,8,8,3.19,0,"A"
"01.16000.27507",200485,26,4,3.59,0,"NONE"
"01.16000.27507",264441,12,7,3.29,0,"NONE"
"01.16000.27507",238621,27,6,2.99,0,"NONE"
"01.16000.27507",286851,30,1,3.39,0,"NONE"
"01.16000.27507",287236,45,3,3.19,0,"NONE"
"01.16000.27507",1107016,46,4,3.39,0,"NONE"
"01.16000.27507",227522,16,2,3.04,0,"NONE"
"01.16000.27507",264269,9,8,3.19,0,"NONE"
"01.16000.27507",267192,18,5,3.79,0,"NONE"
"01.16000.27507",223999,44,2,3.49,1,"NONE"
"01.16000.27507",283050,7,2,4.39,0,"NONE"
"01.16000.27507",932413,43,26,2.99,0,"NONE"
"01.16000.27507",652135,4,14,2.99,0,"NONE"
"01.16000.27507",226160,17,8,3.06,1,"A"
"01.16000.27507",240519,41,9,3.19,0,"NONE"
"01.16000.27507",932421,36,8,3.69,0,"NONE"
"01.16000.27507",229782,46,11,2.99,0,"NONE"
"01.16000.27507",652139,12,7,3.49,0,"NONE"
"01.16000.27507",208980,41,6,3.29,0,"A"
"01.16000.27507",535326,43,15,3.29,1,"NONE"
"01.16000.27507",1130223,2,10,3.49,0,"NONE"
"01.16000.27507",272232,7,2,3.71,0,"NONE"
"01.16000.27507",267369,9,5,3.99,0,"NONE"
"01.16000.27507",251057,42,8,3.59,0,"NONE"
"01.16000.27507",205999,25,7,3.22,0,"NONE"
"01.16000.27507",1133320,29,9,3.41,0,"NONE"
"01.16000.27507",288949,32,7,3.22,0,"A"
"01.16000.27507",649378,27,19,3.27,0,"NONE"
"01.16000.27507",261164,10,2,3.59,0,"NONE"
"01.16000.27507",1078045,38,11,3.26,0,"NONE"
"01.16000.27507",244092,22,24,2.5,1,"B"
"01.16000.27507",251434,28,10,3.43,0,"NONE"
"01.16000.27507",219646,18,13,3.69,0,"NONE"
"01.16000.27507",1130219,47,24,3.49,0,"NONE"
"01.16000.27507",243400,21,15,2.01,1,"NONE"
"01.16000.27507",266100,9,10,3.19,0,"NONE"
"01.16000.27507",258445,3,1,4.29,0,"NONE"
"01.16000.27507",268514,9,15,3.19,0,"NONE"
"01.16000.27507",278613,32,7,3.27,0,"A"
"01.16000.27507",235029,3,6,3.49,0,"NONE"
"01.16000.27507",213133,42,8,4.39,0,"NONE"
"01.16000.27507",245443,42,15,2.74,1,"A"
"01.16000.27507",200411,19,7,3.49,0,"NONE"
"01.16000.27507",285022,26,9,2,1,"NONE"
"01.16000.27507",1082463,40,14,2.36,1,"A"
"01.16000.27507",273421,16,3,3.19,0,"A"
"01.16000.27507",288222,10,2,3.48,0,"NONE"
"01.16000.27507",240594,37,16,2.99,1,"NONE"
"01.16000.27507",220645,31,3,3.19,0,"NONE"
"01.16000.27507",285427,25,3,3.67,0,"NONE"
"01.16000.27507",654213,4,10,2.6,0,"NONE"
"01.16000.27507",262684,10,6,3.78,0,"NONE"
"01.16000.27507",278667,35,8,3.21,0,"NONE"
"01.16000.27507",263500,14,18,4.28,0,"NONE"
"01.16000.27507",651747,11,12,3.29,0,"NONE"
"01.16000.27507",650504,29,6,3.49,0,"NONE"
"01.16000.27507",279229,11,14,3.19,0,"NONE"
"01.16000.27507",262996,10,5,2.46,1,"NONE"
"01.16000.27507",275072,1,7,4.29,0,"NONE"
"01.16000.27507",933690,49,5,3.29,0,"NONE"
"01.16000.27507",214465,40,5,3.59,0,"NONE"
"01.16000.27507",285608,48,13,3.49,0,"NONE"
"01.16000.27507",281329,13,18,2.5,1,"NONE"
"01.16000.27507",660222,5,16,3.34,1,"NONE"
"01.16000.27507",261919,28,2,4.29,0,"NONE"
"01.16000.27507",291741,36,1,3.29,0,"NONE"
"01.16000.27507",260934,45,4,3.79,0,"NONE"
"01.16000.27507",1108313,24,14,3.19,0,"NONE"
"01.16000.27507",1083255,3,3,3.99,0,"NONE"
"01.16000.27509",241981,52,3,5.19,0,"NONE"
"01.16000.27509",223294,19,6,5.22,0,"NONE"
"01.16000.27509",200391,49,4,6.49,0,"NONE"
"01.16000.27509",279568,17,3,6.29,0,"NONE"
"01.16000.27509",651747,50,13,5.44,1,"NONE"
"01.16000.27509",286395,5,5,4.89,0,"NONE"
"01.16000.27509",661566,29,9,5.89,0,"B"
"01.16000.27509",291792,29,2,6.49,0,"NONE"
"01.16000.27509",931558,7,11,5.49,0,"NONE"
"01.16000.27509",228994,44,4,5.49,0,"NONE"
"01.16000.27509",200197,26,2,5.66,0,"NONE"
"01.16000.27509",658459,14,9,5.46,0,"NONE"
"01.16000.27509",675478,13,5,6.99,0,"NONE"
"01.16000.27509",656444,26,9,5.99,1,"B"
"01.16000.27509",286934,42,6,4.79,0,"NONE"
"01.16000.27509",223294,47,6,5.22,0,"NONE"
"01.16000.27509",648109,42,1,5.89,0,"NONE"
"01.16000.27509",1130174,28,15,5.19,0,"NONE"
"01.16000.27509",648109,2,1,5.89,0,"NONE"
"01.16000.27509",232898,48,7,5.99,0,"NONE"
"01.16000.27509",213290,32,7,4.29,0,"NONE"
"01.16000.27509",533844,22,5,5.89,0,"B"
"01.16000.27509",239849,40,2,5.99,0,"NONE"
"01.16000.27509",250517,4,6,5.36,0,"NONE"
"01.16000.27509",232473,27,4,5.99,0,"NONE"
"01.16000.27509",265775,13,6,5.74,0,"NONE"
"01.16000.27509",650555,29,23,4.92,0,"NONE"
"01.16000.27509",935046,3,13,5.49,0,"NONE"
"01.16000.27509",227600,12,6,5.79,0,"NONE"
"01.16000.27509",257407,15,4,7.96,0,"NONE"
"01.16000.27509",415416,47,14,4.99,0,"NONE"
"01.16000.27509",245778,27,5,5.79,0,"NONE"
"01.16000.27509",453618,27,5,6.29,0,"NONE"
"01.16000.27509",204594,8,5,6.69,0,"NONE"
"01.16000.27509",257658,19,12,5.21,1,"NONE"
"01.16000.27509",267403,21,6,6.99,0,"NONE"
