"UPC","iri_key","week","units","price","promo","ad"
"01.16000.27567",273064,42,6,4.19,0,"NONE"
"01.16000.27567",264108,38,9,3.53,0,"NONE"
"01.16000.27567",233606,50,19,3.33,0,"NONE"
"01.16000.27567",655063,42,18,2.5,1,"A"
"01.16000.27567",648459,48,3,3.99,0,"NONE"
"01.16000.27567",648245,12,18,3.19,0,"NONE"
"01.16000.27567",243388,45,28,3.69,0,"NONE"
"01.16000.27567",534999,41,8,3.53,0,"NONE"
"01.16000.27567",226158,13,1,3.49,0,"NONE"
"01.16000.27567",238482,24,16,4.19,0,"B"
"01.16000.27567",290625,31,5,3.58,0,"NONE"
"01.16000.27567",247300,46,1,4.69,0,"NONE"
"01.16000.27567",650504,43,5,3.99,0,"NONE"
"01.16000.27567",235111,31,10,3.99,0,"NONE"
"01.16000.27567",656445,5,9,4.49,0,"NONE"
"01.16000.27567",1134176,23,3,3.39,0,"NONE"
"01.16000.27567",227852,44,10,3.69,0,"NONE"
"01.16000.27567",224546,42,2,3.49,0,"NONE"
"01.16000.27567",285993,48,4,4.49,0,"NONE"
"01.16000.27567",247077,13,3,4.19,0,"NONE"
"01.16000.27567",653956,3,4,3.49,0,"NONE"
"01.16000.27567",259111,33,2,4.39,0,"NONE"
"01.16000.27567",658209,11,3,3.99,0,"NONE"
"01.16000.27567",263568,45,5,2.69,1,"A"
"01.16000.27567",653956,42,4,3.49,0,"NONE"
"01.16000.27567",204544,43,13,4.17,0,"B"
"01.16000.27567",280487,6,16,3.39,0,"NONE"
"01.16000.27567",271290,45,19,3.09,0,"NONE"
"01.16000.27567",280850,22,26,3.99,0,"NONE"
"01.16000.27567",266477,2,24,2.99,0,"NONE"
"01.16000.27567",930948,38,11,2.68,1,"NONE"
"01.16000.27567",239248,41,11,3.53,0,"NONE"
"01.16000.27567",223970,42,13,3.79,0,"NONE"
"01.16000.27567",644347,45,5,3.99,0,"NONE"
"01.16000.27567",266596,18,4,4.34,0,"NONE"
"01.16000.27567",257002,34,6,4.69,0,"NONE"
"01.16000.27567",218312,21,6,3.99,0,"NONE"
"01.16000.27567",681747,18,2,3.89,0,"NONE"
"01.16000.27567",247440,51,7,3.99,0,"NONE"
"01.16000.27567",1089353,6,8,3.53,1,"NONE"
"01.16000.27567",274719,5,5,3.39,0,"NONE"
"01.16000.27567",272043,5,3,3.88,0,"NONE"
"01.16000.27567",532878,31,2,4.69,0,"NONE"
"01.16000.27567",268221,21,12,3.99,0,"NONE"
"01.16000.27567",266082,28,1,3.69,0,"NONE"
"01.16000.27567",222797,30,22,2.83,1,"NONE"
"01.16000.27567",286151,49,3,3.99,0,"NONE"
"01.16000.27567",265550,6,9,3.69,0,"A"
"01.16000.27567",229547,48,2,4.39,0,"NONE"
"01.16000.27567",283781,2,16,3.15,0,"NONE"
"01.16000.27567",256200,27,7,4.88,0,"NONE"
"01.16000.27567",260160,9,6,4.29,0,"NONE"
"01.16000.27567",216902,33,10,3.39,0,"NONE"
"01.16000.27567",286951,7,13,3.79,0,"NONE"
"01.16000.27567",645325,46,1,4.49,0,"NONE"
"01.16000.27567",200485,45,3,4.07,0,"NONE"
"01.16000.27567",642757,44,18,3.28,0,"NONE"
"01.16000.27567",452539,52,6,3.46,0,"NONE"
"01.16000.27567",271202,35,16,3.33,1,"NONE"
"01.16000.27567",220476,1,2,4.49,0,"NONE"
"01.16000.27567",688554,25,9,4.39,0,"NONE"
"01.16000.27567",266477,20,15,3.19,0,"NONE"
"01.16000.27567",934439,20,14,3.49,0,"NONE"
"01.16000.27567",283050,18,11,4.69,0,"NONE"
"01.16000.27567",214869,35,2,3.29,0,"A"
"01.16000.27567",654142,39,16,3.22,0,"NONE"
"01.16000.27567",250584,40,21,3.37,1,"NONE"
"01.16000.27567",250725,45,12,4.39,0,"A"
"01.16000.27567",687183,27,3,4.71,0,"NONE"
"01.16000.27567",1113050,19,16,3.99,0,"NONE"
"01.16000.27567",248128,26,17,3.49,0,"NONE"
"01.16000.27567",933195,37,14,2.79,1,"NONE"
"01.16000.27567",1073521,17,9,3.47,0,"NONE"
"01.16000.27567",257135,14,5,4.39,0,"NONE"
"01.16000.27567",412450,28,1,4.49,0,"NONE"
"01.16000.27567",286921,50,13,3.89,0,"NONE"
"01.16000.27567",249409,20,21,3.99,0,"NONE"
"01.16000.27567",256582,6,2,3.2,0,"NONE"
"01.16000.27567",252943,44,6,4.19,0,"NONE"
"01.16000.27567",267729,31,7,3.99,0,"NONE"
"01.16000.27567",673415,25,9,3.29,0,"NONE"
"01.16000.27567",287157,52,5,3.99,0,"NONE"
"01.16000.27567",534466,28,2,3.39,0,"NONE"
"01.16000.27567",411973,18,1,3.39,0,"NONE"
"01.16000.27567",239593,49,5,3.39,0,"NONE"
"01.16000.27567",264413,23,4,2.5,1,"NONE"
"01.16000.27567",241158,43,3,3.79,1,"NONE"
"01.16000.27567",203615,14,7,3.79,0,"NONE"
"01.16000.27567",269759,28,5,3.29,0,"NONE"
"01.16000.27567",233246,50,5,4.49,0,"NONE"
"01.16000.27567",237670,22,16,3.99,0,"NONE"
"01.16000.27567",245443,26,6,2.38,1,"NONE"
"01.16000.27567",270612,12,16,3.99,0,"NONE"
"01.16000.27567",652159,44,26,3.99,0,"NONE"
"01.16000.27567",294026,45,4,3.99,0,"NONE"
"01.16000.27567",652877,51,9,3.49,0,"NONE"
"01.16000.27567",253040,10,10,3.99,0,"NONE"
"01.16000.27567",277144,12,3,3.89,0,"NONE"
"01.16000.27567",274719,16,15,2.8,1,"A"
"01.16000.27567",269759,4,20,3.69,0,"NONE"
"01.16000.27567",234702,46,12,3.99,0,"NONE"
"01.16000.27567",246412,17,10,3.88,0,"NONE"
"01.16000.27567",220689,10,1,4.39,0,"NONE"
"01.16000.27567",1185357,23,3,3.63,0,"NONE"
"01.16000.27567",660222,17,1,4.39,0,"NONE"
"01.16000.27567",648851,2,6,4.49,0,"NONE"
"01.16000.27567",931548,49,5,4.79,0,"NONE"
"01.16000.27567",250423,48,1,2.99,1,"B"
"01.16000.27567",650878,40,4,4.49,0,"NONE"
"01.16000.27567",237350,42,22,3.94,0,"NONE"
"01.16000.27567",286851,45,10,3.79,0,"NONE"
"01.16000.27567",272725,8,3,3.48,0,"NONE"
"01.16000.27567",658209,5,4,3.99,0,"NONE"
"01.16000.27567",533844,34,14,3.36,0,"B"
"01.16000.27567",284586,24,12,2.5,1,"B"
"01.16000.27567",1130174,38,16,3.99,0,"NONE"
"01.16000.27567",259661,32,1,4.49,0,"NONE"
"01.16000.27567",657577,41,2,3.39,0,"NONE"
"01.16000.27567",200197,29,6,2.99,1,"A"
"01.16000.27567",645063,20,2,3.99,0,"NONE"
"01.16000.27567",241931,52,19,2.1,1,"NONE"
"01.16000.27567",649145,42,10,3.49,0,"NONE"
"01.16000.27567",255955,18,19,3.99,0,"NONE"
"01.16000.27567",687366,12,2,3.5,0,"NONE"
"01.16000.27567",1133247,25,10,3.36,0,"NONE"
"01.16000.27567",1082463,39,4,4.69,0,"NONE"
"01.16000.27567",208759,39,3,3.19,0,"NONE"
"01.16000.27567",232271,2,2,2.5,1,"A"
"01.16000.27567",533844,10,14,3.36,0,"A"
"01.16000.27567",223199,19,19,3.29,0,"NONE"
"01.16000.27567",237354,4,2,4.1,0,"NONE"
"01.16000.27567",534020,31,1,3.59,0,"NONE"
"01.16000.27567",673341,29,1,4.39,0,"NONE"
"01.16000.27567",240093,28,16,4.15,0,"NONE"
"01.16000.27567",272133,50,8,3.36,0,"NONE"
"01.16000.27567",284325,43,20,4.15,0,"NONE"
"01.16000.27567",235111,24,4,3.99,0,"NONE"
"01.16000.27567",219926,30,8,3.99,0,"B"
"01.16000.27567",276952,47,3,3.49,0,"NONE"
"01.16000.27567",236100,33,8,3.99,0,"NONE"
"01.16000.27567",293063,37,6,3.59,0,"NONE"
"01.16000.27567",266082,23,7,3.01,1,"NONE"
"01.16000.27567",280880,24,1,3.49,0,"NONE"
"01.16000.27567",257557,46,8,3.99,0,"NONE"
"01.16000.27567",233779,30,20,3.59,0,"NONE"
"01.16000.27567",232178,42,4,4.39,0,"NONE"
"01.16000.27567",644937,20,3,4.39,0,"NONE"
"01.16000.27567",277772,29,6,4.69,0,"NONE"
"01.16000.27567",688984,47,12,3.89,0,"NONE"
"01.16000.27567",240028,37,28,3.29,0,"NONE"
"01.16000.27567",532600,35,9,3.19,0,"A"
"01.16000.27567",451327,35,28,1.6,1,"B"
"01.16000.27567",244606,18,16,4.29,0,"NONE"
"01.16000.27567",218312,48,7,3.99,0,"NONE"
"01.16000.27567",287236,23,10,2.91,1,"B"
"01.16000.27567",271053,34,8,3.51,1,"NONE"
"01.16000.27567",281109,7,11,4.69,0,"NONE"
"01.16000.27567",247159,34,5,3.39,0,"NONE"
"01.16000.27567",281045,37,24,3.36,0,"NONE"
"01.16000.27567",1178328,43,5,3.53,0,"NONE"
"01.16000.27567",219777,23,6,4.19,0,"NONE"
"01.16000.27567",652135,10,12,3.99,0,"NONE"
"01.16000.27567",1131924,8,3,4.49,0,"NONE"
"01.16000.27567",689415,32,10,3.86,0,"NONE"
"01.16000.27567",275702,26,5,3.59,0,"NONE"
"01.16000.27567",652906,26,2,4.89,0,"NONE"
"01.16000.27567",1076556,47,25,2.99,0,"NONE"
"01.16000.27567",237277,18,3,4.49,0,"NONE"
"01.16000.27567",283987,6,9,3.03,1,"NONE"
"01.16000.27567",236778,46,19,3.79,0,"NONE"
"01.16000.27567",260243,26,5,3.36,0,"NONE"
"01.16000.27567",648850,50,4,4.49,0,"NONE"
"01.16000.27567",277264,16,2,3.39,0,"NONE"
"01.16000.27567",931371,43,4,4.49,0,"NONE"
"01.16000.27567",231063,17,24,4.15,0,"NONE"
"01.16000.27567",1081323,14,9,3.39,0,"NONE"
"01.16000.27567",241418,30,1,4.19,0,"NONE"
"01.16000.27567",287207,18,4,2,1,"B"
"01.16000.27567",272619,12,3,3.63,1,"A"
"01.16000.27567",273735,49,4,3.19,0,"NONE"
"01.16000.27567",237082,26,15,3.53,0,"NONE"
"01.16000.27567",215555,20,4,3.49,0,"NONE"
"01.16000.27567",235190,4,1,1,1,"NONE"
"01.16000.27567",269039,40,4,4.49,0,"NONE"
"01.16000.27567",222797,18,16,3.79,0,"NONE"
"01.16000.27567",270348,33,13,3.39,0,"NONE"
"01.16000.27567",258445,6,14,2.31,1,"B"
"01.16000.27567",231963,39,8,4.49,0,"NONE"
"01.16000.27567",535552,31,9,4.7,0,"NONE"
"01.16000.27567",219209,2,17,4.01,0,"NONE"
"01.16000.27567",684023,40,22,3.59,0,"NONE"
"01.16000.27567",687960,9,4,3.49,0,"NONE"
"01.16000.27567",934439,29,8,3.49,0,"NONE"
"01.16000.27567",1073516,52,4,3.39,0,"NONE"
"01.16000.27567",240692,12,9,3.39,0,"NONE"
"01.16000.27567",8001802,5,12,3.99,0,"NONE"
"01.16000.27567",647832,14,5,3.99,0,"NONE"
"01.16000.27567",533844,30,9,3.36,0,"NONE"
"01.16000.27567",246898,28,2,3.36,0,"B"
"01.16000.27567",244371,24,2,4.39,0,"NONE"
"01.16000.27567",933721,42,4,2.75,1,"A"
"01.16000.27567",276604,11,20,3.48,0,"A"
"01.16000.27567",649471,9,7,3.49,0,"NONE"
"01.16000.27567",250423,44,3,3.83,0,"NONE"
"01.16000.27567",269307,31,8,3.99,0,"NONE"
"01.16000.27567",1089353,29,12,2.39,1,"NONE"
"01.16000.27567",285427,38,8,3.39,0,"NONE"
"01.16000.27567",247440,7,5,3.99,0,"NONE"
"01.16000.27567",213235,24,2,3.27,0,"NONE"
"01.16000.27567",274092,31,3,3.83,0,"NONE"
"01.16000.27567",644937,23,2,4.39,0,"NONE"
"01.16000.27567",224189,47,5,3.99,0,"B"
"01.16000.27567",644731,31,13,3.99,0,"NONE"
"01.16000.27567",244092,9,9,3.69,0,"NONE"
"01.16000.27567",249409,50,22,3.99,0,"NONE"
"01.16000.27567",234759,11,1,3.69,0,"NONE"
"01.16000.27567",237354,27,4,4.16,0,"NONE"
"01.16000.27567",229818,25,16,3.77,0,"NONE"
"01.16000.27567",268335,24,3,3.99,0,"NONE"
"01.16000.27567",239992,19,14,3.86,0,"NONE"
"01.16000.27567",286934,21,5,3.29,1,"NONE"
"01.16000.27567",244822,14,5,4.45,0,"NONE"
"01.16000.27567",218385,33,2,3.89,0,"NONE"
"01.16000.27567",229217,49,9,3.99,0,"NONE"
"01.16000.27567",214709,27,11,3.14,1,"NONE"
"01.16000.27567",243628,39,11,4.39,0,"NONE"
"01.16000.27567",277073,29,4,3.12,1,"A"
"01.16000.27567",239590,42,6,4.49,0,"NONE"
"01.16000.27567",1112518,29,2,3.29,0,"NONE"
"01.16000.27567",257557,9,10,3.99,0,"NONE"
"01.16000.27567",653369,47,4,2.52,1,"NONE"
"01.16000.27567",239121,35,6,3.77,0,"NONE"
"01.16000.27567",223199,27,8,3.39,0,"NONE"
"01.16000.27567",652877,33,2,2.88,1,"B"
"01.16000.27567",245747,18,4,3.92,1,"A"
"01.16000.27567",203648,22,12,3.39,0,"NONE"
"01.16000.27567",294818,38,5,3.99,0,"NONE"
"01.16000.27567",261623,10,11,3.99,0,"NONE"
"01.16000.27567",208759,26,7,3.19,0,"NONE"
"01.16000.27567",248159,22,8,3.39,0,"NONE"
"01.16000.27567",293336,15,14,3.75,0,"A"
"01.16000.27567",227670,48,5,3.39,0,"NONE"
"01.16000.27567",1128762,50,3,4.49,0,"NONE"
"01.16000.27567",276392,40,21,3.99,0,"NONE"
"01.16000.27567",231375,40,1,4.29,0,"A"
"01.16000.27567",267699,48,17,3.67,0,"NONE"
"01.16000.27567",288056,39,14,4.49,0,"NONE"
"01.16000.27567",266131,11,3,3.67,1,"NONE"
"01.16000.27567",215555,51,3,3.49,0,"NONE"
"01.16000.27567",225411,43,1,3.69,0,"NONE"
"01.16000.27567",255452,18,20,3.99,0,"NONE"
"01.16000.27567",264242,12,10,3.29,1,"NONE"
"01.16000.27567",645028,14,7,3.99,0,"NONE"
"01.16000.27567",251185,37,6,3.99,0,"NONE"
"01.16000.27567",647840,5,5,3.99,0,"NONE"
"01.16000.27567",645063,36,8,3.99,0,"NONE"
"01.16000.27567",688215,49,21,4.69,0,"NONE"
"01.16000.27567",292476,42,3,4.69,0,"NONE"
"01.16000.27567",286951,4,9,3.79,0,"NONE"
"01.16000.27567",1123468,34,6,3.69,1,"NONE"
"01.16000.27567",533067,19,8,3.99,0,"NONE"
"01.16000.27567",414554,27,6,3.39,0,"NONE"
"01.16000.27567",278667,51,2,3.59,0,"A"
"01.16000.27567",656987,46,7,3.47,0,"NONE"
"01.16000.27567",278350,40,13,2.2,1,"NONE"
"01.16000.27567",268331,2,4,3.99,0,"NONE"
"01.16000.27567",270612,9,17,3.99,0,"NONE"
"01.16000.27567",932413,1,25,3.49,0,"NONE"
"01.16000.27567",257658,27,4,3.23,0,"NONE"
"01.16000.27567",274215,22,3,4.89,0,"NONE"
"01.16000.27567",235225,22,6,3.99,0,"NONE"
"01.16000.27567",212482,26,8,3.99,0,"NONE"
"01.16000.27567",213133,1,7,4.39,0,"NONE"
"01.16000.27567",648547,16,5,3.22,0,"A"
"01.16000.27567",268634,24,7,3.68,0,"NONE"
"01.16000.27567",291276,14,1,4.49,0,"NONE"
"01.16000.27567",932841,1,17,2,1,"A"
"01.16000.27567",264603,7,12,3.99,0,"NONE"
"01.16000.27567",259200,1,16,4.39,0,"NONE"
"01.16000.27567",223999,34,10,3.34,1,"NONE"
"01.16000.27567",246253,41,16,3.99,0,"NONE"
"01.16000.27568",675679,10,4,4.38,0,"NONE"
"01.16000.27568",217683,29,7,3.59,0,"NONE"
"01.16000.27568",255955,38,3,4.99,0,"NONE"
"01.16000.27568",250631,13,7,3.49,0,"NONE"
"01.16000.27568",688984,10,2,4.79,0,"NONE"
"01.16000.27568",671367,3,6,4.99,0,"NONE"
"01.16000.27568",1081324,17,2,4.99,0,"NONE"
"01.16000.27568",247916,40,4,3.71,0,"NONE"
"01.16000.27568",1130134,20,9,4.29,0,"NONE"
"01.16000.27568",648850,15,12,4.99,0,"NONE"
"01.16000.27568",220679,17,12,3.99,0,"NONE"
"01.16000.27568",647769,47,10,3.99,0,"NONE"
"01.16000.27568",270879,23,5,4.4,1,"NONE"
"01.16000.27568",1097101,27,20,3,1,"NONE"
"01.16000.27568",203615,52,7,3.99,0,"NONE"
"01.16000.27568",648850,30,2,4.99,0,"NONE"
"01.16000.27568",223084,23,12,3.99,0,"NONE"
"01.16000.27568",293829,37,9,3.98,0,"NONE"
"01.16000.27568",533067,38,16,3.5,1,"NONE"
"01.16000.27568",203001,10,8,1.5,1,"A"
"01.16000.27568",220476,14,1,4.99,0,"NONE"
"01.16000.27568",228444,39,5,4.79,0,"NONE"
"01.16000.27568",251906,4,12,3.79,0,"NONE"
"01.16000.27568",232733,27,12,3,1,"NONE"
"01.16000.27568",244941,41,9,4.99,0,"NONE"
"01.16000.27568",680581,36,7,3.68,1,"NONE"
"01.16000.27568",269307,43,9,4.68,0,"NONE"
"01.16000.27568",681504,2,16,3.79,0,"NONE"
"01.16000.27568",254904,19,2,4.79,0,"NONE"
"01.16000.27568",291169,15,5,6.29,0,"B"
"01.16000.27568",932539,4,9,3.99,0,"NONE"
"01.16000.27568",534999,44,8,2.5,1,"NONE"
"01.16000.27568",681505,11,22,3.49,0,"NONE"
"01.16000.27568",229875,17,2,4.69,0,"NONE"
"01.16000.27568",537168,24,8,3.99,0,"NONE"
"01.16000.27568",292624,18,2,4.89,0,"NONE"
"01.16000.27568",237355,42,10,3.79,0,"NONE"
"01.16000.27568",534999,48,4,3.71,0,"A"
"01.16000.27568",223999,19,2,4.99,0,"NONE"
"01.16000.27568",251434,31,4,4.29,0,"NONE"
"01.16000.27568",675434,37,12,3.99,0,"NONE"
"01.16000.27568",647769,35,3,3.99,0,"NONE"
"01.16000.27568",279219,33,3,4.99,0,"NONE"
"01.16000.27568",231293,46,4,3.62,1,"NONE"
"01.16000.27568",279300,44,15,3,1,"NONE"
"01.16000.27568",225023,12,11,4.25,0,"NONE"
"01.16000.27568",220750,43,2,3.69,0,"NONE"
"01.16000.27568",220679,36,7,3.49,1,"NONE"
"01.16000.27568",264075,6,1,3.99,0,"NONE"
"01.16000.27568",230629,26,3,4.69,0,"NONE"
"01.16000.27568",231876,43,3,4.29,1,"NONE"
"01.16000.27568",242020,36,22,2.99,1,"B"
"01.16000.27568",291169,9,5,4.32,1,"NONE"
"01.16000.27568",652646,14,5,4.68,0,"NONE"
"01.16000.27568",291276,7,3,4.99,0,"NONE"
"01.16000.27568",650555,43,14,3.79,0,"NONE"
"01.16000.27568",653057,6,10,4.25,0,"NONE"
"01.16000.27568",270652,3,12,3.49,0,"NONE"
"01.16000.27568",681505,46,19,3.79,0,"NONE"
"01.16000.27568",668928,12,7,3.98,0,"NONE"
"01.16000.27568",235758,31,1,3.99,0,"B"
"01.16000.27568",240179,18,7,2.64,1,"B"
"01.16000.27568",251254,18,18,3.99,0,"NONE"
"01.16000.27568",688571,13,9,3.49,0,"NONE"
"01.16000.27568",532874,8,19,2.33,1,"NONE"
"01.16000.27568",247515,41,6,4.79,0,"NONE"
"01.16000.27568",232178,23,4,4.69,0,"NONE"
"01.16000.27568",935029,46,7,3.59,0,"NONE"
"01.16000.27568",236423,38,7,4.39,0,"NONE"
"01.16000.27568",290949,11,3,6.29,0,"NONE"
"01.16000.27568",648606,24,10,3.99,0,"NONE"
"01.16000.27568",233779,7,4,3.79,0,"NONE"
"01.16000.27568",291900,43,2,3.69,0,"NONE"
"01.16000.27568",932177,20,3,4.89,0,"NONE"
"01.16000.27568",266316,26,5,4.29,0,"NONE"
"01.16000.27568",222320,36,3,4.99,0,"NONE"
"01.16000.27568",233096,9,1,4.99,0,"NONE"
"01.16000.27568",240415,48,8,4.39,0,"NONE"
"01.16000.27568",673341,25,17,3.62,1,"NONE"
"01.16000.27568",656774,25,8,5.15,0,"NONE"
"01.16000.27568",254904,2,9,4.79,0,"NONE"
"01.16000.27568",1085053,30,5,3.17,1,"NONE"
"01.16000.27568",1130111,16,4,4.29,0,"NONE"
"01.16000.27568",648606,4,13,3.99,0,"NONE"
"01.16000.27568",934038,21,5,4.29,0,"NONE"
"01.16000.27568",271861,14,4,4.59,0,"NONE"
"01.16000.27568",286934,3,5,3.59,0,"NONE"
"01.16000.27568",671367,45,8,4.99,0,"NONE"
"01.16000.27568",415416,17,8,3.49,0,"NONE"
"01.16000.27568",670858,14,5,4.89,0,"NONE"
"01.16000.27568",271172,52,13,3.99,0,"NONE"
"01.16000.27568",263500,8,10,3.5,1,"A"
"01.16000.27568",233096,52,5,4.99,0,"NONE"
"01.16000.27568",237281,33,5,5.49,0,"NONE"
"01.16000.27568",285022,45,1,4.39,0,"NONE"
"01.16000.27568",931863,32,10,4.38,0,"NONE"
"01.16000.27568",219825,35,3,4.49,0,"NONE"
"01.16000.27568",1116285,4,11,3.49,0,"NONE"
"01.16000.27568",681657,46,7,3.49,0,"NONE"
"01.16000.27568",648606,11,2,3.99,0,"NONE"
"01.16000.27568",287510,44,2,3.69,0,"NONE"
"01.16000.27568",243176,15,3,3.99,0,"NONE"
"01.16000.27568",668928,28,20,3.98,0,"NONE"
"01.16000.27568",451327,32,3,3,1,"NONE"
"01.16000.27568",269805,33,9,4.48,0,"NONE"
"01.16000.27568",1130208,5,9,4.59,0,"NONE"
"01.16000.27568",222320,26,22,2.64,1,"A"
"01.16000.27568",200171,47,9,3.99,0,"NONE"
"01.16000.27568",274134,41,13,3.99,1,"NONE"
"01.16000.27568",236100,12,1,4.99,0,"NONE"
"01.16000.27568",1130174,26,19,4.29,0,"NONE"
"01.16000.27568",258246,47,1,5.59,0,"NONE"
"01.16000.27568",226361,30,1,3.99,0,"NONE"
"01.16000.27568",287202,25,7,3.99,0,"NONE"
"01.16000.27568",1130122,14,3,4.49,0,"NONE"
"01.16000.27568",225677,9,8,3.35,1,"A"
"01.16000.27568",1112986,40,8,4.39,0,"NONE"
"01.16000.27568",274542,34,5,5.19,0,"NONE"
"01.16000.27568",210815,4,7,3.99,1,"NONE"
"01.16000.27568",1085053,21,7,3.95,0,"NONE"
"01.16000.27568",205230,22,1,5.79,0,"NONE"
"01.16000.27568",269759,1,18,3.59,0,"NONE"
"01.16000.27568",255020,17,4,4.99,0,"NONE"
"01.16000.27568",285608,15,4,4.89,0,"NONE"
"01.16000.27568",251549,9,5,3.59,0,"NONE"
"01.16000.27568",535279,30,8,4.89,0,"NONE"
"01.16000.27568",223970,24,2,4.99,0,"NONE"
"01.16000.27568",211977,32,2,4.39,0,"NONE"
"01.16000.27568",220649,41,3,5.99,0,"NONE"
"01.16000.27568",535065,42,3,4.79,0,"NONE"
"01.16000.27568",273637,27,1,4.19,0,"NONE"
"01.16000.27568",668889,30,17,3.99,0,"NONE"
"01.16000.27568",649145,25,2,5.72,0,"NONE"
"01.16000.27568",276392,6,13,4.25,0,"NONE"
"01.16000.27568",286934,37,3,3.59,0,"NONE"
"01.16000.27568",213290,49,5,3.69,0,"NONE"
"01.16000.27568",276893,39,6,4.99,1,"NONE"
"01.16000.27568",684796,32,10,3.86,1,"NONE"
"01.16000.27568",1113050,18,4,3.99,0,"NONE"
"01.16000.27568",675434,23,22,3.99,0,"NONE"
"01.16000.27568",226158,11,3,3.99,0,"NONE"
"01.16000.27568",1130122,45,4,4.29,0,"NONE"
"01.16000.27568",675434,49,8,3.99,0,"NONE"
"01.16000.27568",286394,32,14,4.99,0,"A"
"01.16000.27568",239009,48,12,4.68,0,"NONE"
"01.16000.27568",223970,25,1,4.99,0,"NONE"
"01.16000.27568",287510,14,2,2,1,"B"
"01.16000.27568",243941,2,9,4.88,0,"NONE"
"01.16000.27568",204354,31,6,1,1,"B"
"01.16000.27568",235758,6,6,3.99,0,"NONE"
"01.16000.27568",6001031,47,2,4.29,0,"NONE"
"01.16000.27568",232733,42,3,3.99,1,"NONE"
"01.16000.27568",656818,14,13,3.39,0,"B"
"01.16000.27568",231813,44,1,4.99,0,"NONE"
"01.16000.27568",265695,11,1,3.99,0,"NONE"
"01.16000.27568",295097,33,1,5.19,0,"NONE"
"01.16000.27568",668928,46,7,3.98,0,"NONE"
"01.16000.27568",220649,38,3,5.99,0,"NONE"
"01.16000.27568",219243,29,4,3.99,0,"NONE"
"01.16000.27568",274134,44,4,3.49,0,"NONE"
"01.16000.27568",239919,18,1,4.99,0,"NONE"
"01.16000.27568",652906,19,3,5.59,0,"NONE"
"01.16000.27569",268591,19,5,5.29,0,"NONE"
"01.16000.27569",243939,26,7,4.99,0,"NONE"
"01.16000.27569",681817,37,3,5.29,0,"NONE"
"01.16000.27569",1081323,26,9,3.89,0,"NONE"
"01.16000.27569",645514,52,7,4.99,0,"NONE"
"01.16000.27569",245677,18,9,3.69,0,"NONE"
"01.16000.27569",278619,16,2,5.69,0,"NONE"
"01.16000.27569",266793,25,11,5.87,0,"NONE"
"01.16000.27569",239248,34,5,3.99,0,"NONE"
"01.16000.27569",273920,22,7,4.68,0,"NONE"
"01.16000.27569",644937,10,3,4.99,0,"NONE"
"01.16000.27569",684023,10,15,3.79,0,"NONE"
"01.16000.27569",272329,46,5,4.79,0,"NONE"
"01.16000.27569",274719,40,12,3.59,0,"NONE"
"01.16000.27569",932600,21,19,4.12,1,"NONE"
"01.16000.27569",649405,13,26,4.09,0,"NONE"
"01.16000.27569",535679,30,14,5.99,0,"NONE"
"01.16000.27569",224208,38,6,4.12,0,"NONE"
"01.16000.27569",216202,35,2,5.39,0,"NONE"
"01.16000.27569",283097,4,10,4.79,0,"NONE"
"01.16000.27569",246898,46,3,3.39,0,"NONE"
"01.16000.27569",278738,29,4,4.99,0,"NONE"
"01.16000.27569",278194,46,18,2.5,1,"B"
"01.16000.27569",233779,3,4,5.59,0,"NONE"
"01.16000.27569",687538,14,1,4.59,0,"NONE"
"01.16000.27569",247300,9,9,4.99,0,"NONE"
"01.16000.27569",205282,15,4,5.59,0,"B"
"01.16000.27569",1131924,27,11,4.04,1,"NONE"
"01.16000.27569",648851,7,8,4.77,0,"NONE"
"01.16000.27569",229757,13,11,4.57,1,"NONE"
"01.16000.27569",265018,17,16,3.69,0,"NONE"
"01.16000.27569",268335,6,8,5.99,0,"NONE"
"01.16000.27569",222124,10,17,4.49,0,"NONE"
"01.16000.27569",645028,11,14,3.99,0,"NONE"
"01.16000.27569",214734,4,3,3.69,0,"NONE"
"01.16000.27569",200379,3,4,4.79,0,"NONE"
"01.16000.27569",687538,7,11,2.69,1,"NONE"
"01.16000.27569",219825,24,7,4.69,0,"NONE"
"01.16000.27569",214734,42,7,3.69,0,"NONE"
"01.16000.27569",243176,5,3,3.99,0,"NONE"
"01.16000.27569",240179,24,4,3.69,0,"NONE"
"01.16000.27569",269307,39,5,5.19,0,"NONE"
"01.16000.27569",659902,19,2,4.69,0,"NONE"
"01.16000.27569",288423,7,1,3.79,0,"NONE"
"01.16000.27569",220750,49,5,3.69,0,"NONE"
"01.16000.27569",254990,45,4,3.6,0,"NONE"
"01.16000.27569",276578,14,19,4.39,0,"NONE"
"01.16000.27569",657831,45,18,3.72,0,"NONE"
"01.16000.27569",535359,42,4,3.89,0,"NONE"
"01.16000.27569",651548,47,5,4.47,0,"NONE"
"01.16000.27569",934038,39,6,4.49,0,"NONE"
"01.16000.27569",229547,26,8,4.99,0,"NONE"
"01.16000.27569",454632,36,1,3.99,0,"NONE"
"01.16000.27569",648567,27,8,4.47,0,"NONE"
"01.16000.27569",257997,25,4,4.59,0,"NONE"
"01.16000.27569",279754,49,3,3.32,1,"NONE"
"01.16000.27569",655116,52,15,5.79,0,"NONE"
"01.16000.27569",220649,17,1,5.59,0,"NONE"
"01.16000.27569",208769,17,8,4,0,"NONE"
